,ContactID,Created,Updated,Location,Campaign,SubFaculty,ProgramType,Status,StartDate,EndDate,LDA,TerminationDate,Gender,BirthDate,EducationLevel,Postal,PrimaryFunder,NetRevenue,EntranceExam,Period
17,8453,1/7/2019 11:00:43 AM,2/21/2020 3:45:00 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,1/8/2019 12:00:00 AM,11/29/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Male,3/30/1992 12:00:00 AM, N.A.,64130, N.A.,17025.8,26.0,Day
18,9113,3/8/2020 4:08:00 PM,4/22/2021 10:11:40 AM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,4/13/2020 12:00:00 AM,3/24/2021 12:00:00 AM,3/24/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,5/19/1990 12:00:00 AM, N.A.,64068,Pell Grant (Federal),15107.2,19.0,Day
19,8876,9/16/2019 8:07:00 PM,5/20/2021 9:17:09 AM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,1/6/2020 12:00:00 AM,11/18/2020 12:00:00 AM,11/9/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,3/16/2001 12:00:00 AM, N.A.,64110,Wellspring Loan Over 12 Months (School),17854.04,21.0,Day
20,8936,10/15/2019 10:56:00 AM,3/19/2021 1:51:37 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,1/6/2020 12:00:00 AM,12/5/2020 12:00:00 AM,12/5/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,1/21/2000 12:00:00 AM, N.A.,66049, N.A.,16305.0,20.0,Day
21,8977,1/4/2020 3:21:00 PM,4/12/2021 5:43:52 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,4/13/2020 12:00:00 AM,3/22/2021 12:00:00 AM,3/22/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,7/7/1991 12:00:00 AM, N.A.,64137,Pell Grant (Federal),13806.0,28.0,Day
22,8951,12/13/2019 7:45:00 AM,1/26/2021 9:46:04 AM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,2/18/2020 12:00:00 AM,1/21/2021 12:00:00 AM,1/12/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,2/4/1984 12:00:00 AM, N.A.,64012,Wellspring Loan Under 12 Months (School),15547.11,22.0,Day
23,8945,11/9/2019 8:13:00 PM,2/23/2021 5:01:51 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,1/6/2020 12:00:00 AM,12/5/2020 12:00:00 AM,12/5/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Male,9/1/1961 12:00:00 AM, N.A.,66006,Wellspring Loan Over 12 Months (School),17191.52,24.0,Day
24,8537,2/23/2019 2:19:00 AM,9/23/2020 9:29:00 AM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,3/26/2019 12:00:00 AM,7/23/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,4/23/1986 12:00:00 AM, N.A.,64111,Wellspring Loan Over 12 Months (School),15294.48,21.0,Day
25,8589,1/17/2019 10:04:00 AM,8/25/2021 10:49:56 AM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,9/3/2019 12:00:00 AM,9/26/2020 12:00:00 AM,8/1/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,2/14/1995 12:00:00 AM, N.A.,66061, N.A.,16156.0,16.0,Day
26,8644,5/12/2019 5:46:00 PM,10/26/2020 1:34:36 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,9/3/2019 12:00:00 AM,9/16/2020 12:00:00 AM,8/1/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Male,9/5/1991 12:00:00 AM, N.A.,64054,Wellspring Loan Over 12 Months (School),16751.36,18.0,Day
27,8613,11/27/2018 12:20:00 PM,10/30/2020 2:44:41 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,10/22/2019 12:00:00 AM,10/30/2020 12:00:00 AM,9/15/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,11/23/2000 12:00:00 AM, N.A.,64114,Wellspring Loan Over 12 Months (School),17023.48,17.0,Day
28,8778,7/20/2019 3:03:00 PM,9/24/2020 3:16:14 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,9/4/2019 12:00:00 AM,8/17/2020 12:00:00 AM,7/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,4/23/1991 12:00:00 AM, N.A.,66213, N.A.,16911.0,18.0,Day
29,8781,9/11/2018 8:34:00 AM,6/28/2021 4:05:59 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,9/3/2019 12:00:00 AM,2/4/2021 12:00:00 AM,1/11/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,9/24/1996 12:00:00 AM, N.A.,64108,Wellspring Loan Under 12 Months (School),16706.0,24.0,Day
30,9114,3/15/2020 10:12:00 PM,6/4/2021 10:47:06 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.2w Withdrawn,4/13/2020 12:00:00 AM,8/27/2020 12:00:00 AM,8/13/2020 12:00:00 AM,8/13/2020 12:00:00 AM,Female,11/8/1997 12:00:00 AM, N.A.,64083,Wellspring Loan Over 12 Months (School),15246.12,,Day
31,8831,9/11/2019 7:06:00 AM,1/9/2022 3:03:38 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.2w Withdrawn,4/13/2020 12:00:00 AM,7/30/2020 12:00:00 AM,1/1/1900 12:00:00 AM,7/30/2020 12:00:00 AM,Female,6/7/2001 12:00:00 AM, N.A.,64082,Rehab Vocational Rehab (State),16306.0,23.0,Day
32,8986,1/7/2020 3:47:00 PM,10/6/2021 4:41:27 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.2w Withdrawn,4/13/2020 12:00:00 AM,9/22/2020 12:00:00 AM,9/8/2020 12:00:00 AM,9/8/2020 12:00:00 AM,Male,4/25/1991 12:00:00 AM, N.A.,64126,Cash / Check / Money Order (Personal),16006.0,16.0,Day
33,8737,6/25/2019 6:49:00 AM,1/9/2022 9:07:40 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.2w Withdrawn,9/4/2019 12:00:00 AM,1/1/1900 12:00:00 AM,9/11/2019 12:00:00 AM,10/22/2019 12:00:00 AM,Female,1/8/1983 12:00:00 AM, N.A.,64050,Pell Grant (Federal),1372.5,23.0,Day
34,8745,7/16/2019 12:06:00 AM,1/9/2022 4:49:39 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.2w Withdrawn,9/3/2019 12:00:00 AM,1/1/1900 12:00:00 AM,12/19/2019 12:00:00 AM,1/4/2020 12:00:00 AM,Female,8/26/1993 12:00:00 AM, N.A.,64056,Veterans Affairs (State),7252.0,23.0,Day
35,8549,7/12/2017 12:19:33 PM,1/9/2022 9:44:27 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.2w Withdrawn,5/20/2019 12:00:00 AM,1/1/1900 12:00:00 AM,7/29/2019 12:00:00 AM,8/6/2019 12:00:00 AM,Male,5/31/1991 12:00:00 AM, N.A.,64109,Wellspring Loan Over 12 Months (School),4170.17,17.0,Day
36,8616,5/7/2019 2:11:00 AM,1/9/2022 4:49:09 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.2w Withdrawn,7/9/2019 12:00:00 AM,1/1/1900 12:00:00 AM,9/19/2019 12:00:00 AM,1/13/2020 12:00:00 AM,Female,9/27/1996 12:00:00 AM, N.A.,64131,Direct Unsubsidized Stafford Loan (Federal),5969.0,18.0,Day
37,8687,6/14/2019 10:04:00 AM,1/9/2022 8:37:38 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.2w Withdrawn,9/4/2019 12:00:00 AM,1/1/1900 12:00:00 AM,11/6/2019 12:00:00 AM,11/20/2019 12:00:00 AM,Female,5/18/1993 12:00:00 AM, N.A.,64068, N.A.,5439.0,26.0,Day
38,8464,5/30/2018 7:40:00 PM,10/22/2020 2:54:01 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.2w Withdrawn,2/4/2019 12:00:00 AM,1/1/1900 12:00:00 AM,5/14/2019 12:00:00 AM,5/14/2019 12:00:00 AM,Female,1/7/1998 12:00:00 AM, N.A.,66083,Wellspring Loan Over 12 Months (School),8946.83,23.0,Day
39,8681,6/4/2019 12:45:30 PM,5/20/2021 7:55:18 PM,Kansas City,Graduate - Graduate,Massage Therapy,Certificate,1.4 Complete,9/4/2019 12:00:00 AM,8/28/2020 12:00:00 AM,7/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,3/30/1999 12:00:00 AM, N.A.,64129,Wellspring Loan Over 12 Months (School),16352.14,20.0,Day
40,8460,12/6/2018 12:16:00 PM,8/6/2020 2:59:31 PM,Kansas City,Graduate - Graduate,Massage Therapy,Certificate,1.4 Complete,2/4/2019 12:00:00 AM,1/9/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Male,8/24/1988 12:00:00 AM, N.A.,64622,Wellspring Loan Over 12 Months (School),15974.96,23.0,Day
41,8400,11/13/2018 4:13:35 PM,9/24/2020 3:21:28 PM,Kansas City,ER - Internet SEO - [INTERNET SEO],Massage Therapy,Certificate,1.4 Complete,1/8/2019 12:00:00 AM,7/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Male,11/5/1997 12:00:00 AM, N.A.,64118,Wellspring Loan Over 12 Months (School),12998.64,18.0,Day
42,8332,10/3/2018 9:03:13 AM,9/23/2020 9:31:21 AM,Kansas City,ER - Internet SEO - [INTERNET SEO],Massage Therapy,Certificate,1.4 Complete,7/9/2019 12:00:00 AM,7/11/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,7/13/1972 12:00:00 AM, N.A.,64131,Wellspring Loan Under 12 Months (School),16156.0,17.0,Day
43,8821,9/11/2019 5:04:35 PM,1/9/2022 4:48:40 PM,Kansas City,ER - Internet SEO - [INTERNET SEO],Massage Therapy,Certificate,1.2w Withdrawn,10/22/2019 12:00:00 AM,1/1/1900 12:00:00 AM,12/19/2019 12:00:00 AM,1/8/2020 12:00:00 AM,Male,12/1/1988 12:00:00 AM, N.A.,66106, N.A.,1232.1,18.0,Day
44,8521,2/5/2019 1:15:00 PM,2/24/2023 10:06:47 AM,Kansas City,Online App - Online App,Massage Therapy,Certificate,1.4 Complete,7/9/2019 12:00:00 AM,9/11/2020 12:00:00 AM,7/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,9/7/1989 12:00:00 AM, N.A.,64116,Wellspring Loan Over 12 Months (School),16016.12,18.0,Day
45,8813,7/25/2019 12:19:00 AM,11/19/2020 9:19:16 AM,Kansas City,Online App - Online App,Massage Therapy,Certificate,1.4 Complete,9/4/2019 12:00:00 AM,11/17/2020 12:00:00 AM,11/9/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,11/6/1991 12:00:00 AM, N.A.,66210,Wellspring Loan Over 12 Months (School),17404.64,26.0,Day
46,8604,1/20/2019 10:50:00 PM,10/8/2020 3:24:54 PM,Kansas City,Online App - Online App,Massage Therapy,Certificate,1.4 Complete,5/20/2019 12:00:00 AM,6/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,7/3/1978 12:00:00 AM, N.A.,66062-5528,Wellspring Loan Over 12 Months (School),15597.8,21.0,Day
47,8927,10/16/2019 4:18:00 PM,12/10/2020 9:33:15 AM,Kansas City,Online App - Online App,Massage Therapy,Certificate,1.4 Complete,1/6/2020 12:00:00 AM,12/4/2020 12:00:00 AM,11/9/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Male,8/26/1995 12:00:00 AM, N.A.,64131,Direct Unsubsidized Stafford Loan (Federal),16640.28,21.0,Day
48,9049,11/30/2019 3:34:00 PM,5/20/2021 9:23:05 AM,Kansas City,Online App - Online App,Massage Therapy,Certificate,1.4 Complete,4/27/2020 12:00:00 AM,4/10/2021 12:00:00 AM,4/10/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,7/22/1998 12:00:00 AM, N.A.,64015,Wellspring Loan Over 12 Months (School),15637.28,19.0,Day
49,7277,9/23/2015 7:26:02 PM,5/7/2021 11:55:36 AM,Kansas City,Online App - Online App,Massage Therapy,Certificate,1.2w Withdrawn,2/4/2019 12:00:00 AM,1/1/1900 12:00:00 AM,2/13/2019 12:00:00 AM,2/13/2019 12:00:00 AM,Female,3/28/1995 12:00:00 AM, N.A.,64130,Wellspring Loan Over 12 Months (School),4711.14,20.0,Day
50,8732,7/8/2019 10:23:00 AM,9/15/2020 12:17:02 PM,Kansas City,Online App - Online App,Massage Therapy,Certificate,1.2w Withdrawn,10/22/2019 12:00:00 AM,1/1/1900 12:00:00 AM,4/28/2020 12:00:00 AM,4/28/2020 12:00:00 AM,Female,9/21/1987 12:00:00 AM, N.A.,64111,Direct Subsidized Stafford Loan (Federal),15139.0,20.0,Day
51,8799,8/19/2019 2:05:00 PM,1/9/2022 3:13:31 PM,Kansas City,Online App - Online App,Massage Therapy,Certificate,1.2w Withdrawn,10/22/2019 12:00:00 AM,6/1/2020 12:00:00 AM,1/1/1900 12:00:00 AM,6/1/2020 12:00:00 AM,Female,2/26/1997 12:00:00 AM, N.A.,64081,Wellspring Loan Over 12 Months (School),13997.16,20.0,Day
52,8608,4/29/2019 7:29:00 PM,1/9/2022 9:39:51 PM,Kansas City,Online App - Online App,Massage Therapy,Certificate,1.2w Withdrawn,5/20/2019 12:00:00 AM,1/1/1900 12:00:00 AM,6/19/2019 12:00:00 AM,8/2/2019 12:00:00 AM,Female,3/28/1997 12:00:00 AM, N.A.,65631,Wellspring Loan Under 12 Months (School),4107.14,24.0,Day
53,8432,12/17/2018 2:46:44 PM,2/22/2021 6:11:32 PM,Kansas City,Other - Other,Massage Therapy,Certificate,1.4 Complete,2/4/2019 12:00:00 AM,1/8/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,5/17/1961 12:00:00 AM, N.A.,64114,Wellspring Loan Over 12 Months (School),8805.02,28.0,Day
54,6604,7/11/2013 3:26:53 PM,1/9/2022 3:18:59 PM,Kansas City,PDL - PDL,Massage Therapy,Certificate,1.2w Withdrawn,2/18/2020 12:00:00 AM,6/10/2020 12:00:00 AM,1/1/1900 12:00:00 AM,6/10/2020 12:00:00 AM,Female,6/6/1978 12:00:00 AM, N.A.,64014,Wellspring Loan Over 12 Months (School),21081.18,21.0,Day
55,8718,6/27/2019 11:21:00 PM,1/9/2022 8:08:51 PM,Kansas City,ER - Schedule a Tour - Schedule a Tour,Massage Therapy,Certificate,1.2w Withdrawn,10/22/2019 12:00:00 AM,1/1/1900 12:00:00 AM,11/22/2019 12:00:00 AM,12/6/2019 12:00:00 AM,Male,5/31/1992 12:00:00 AM, N.A.,64744,Wellspring Loan Over 12 Months (School),4208.5,18.0,Day
56,8965,12/29/2019 4:30:00 PM,1/9/2022 2:43:30 PM,Kansas City,ER - Schedule a Tour - Schedule a Tour,Massage Therapy,Certificate,1.2w Withdrawn,2/18/2020 12:00:00 AM,8/7/2020 12:00:00 AM,7/23/2020 12:00:00 AM,8/7/2020 12:00:00 AM,Female,12/17/1996 12:00:00 AM, N.A.,66102,Wellspring Loan Over 12 Months (School),16769.08,22.0,Day
57,8754,7/9/2019 12:03:00 PM,3/19/2021 1:45:25 PM,Kansas City,ER - Schedule a Tour - Schedule a Tour,Massage Therapy,Certificate,1.4 Complete,9/4/2019 12:00:00 AM,10/15/2020 12:00:00 AM,7/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,10/10/1996 12:00:00 AM, N.A.,64151,Wellspring Loan Over 12 Months (School),16513.3,12.0,Day
58,8626,1/20/2011 5:21:04 AM,1/7/2022 1:38:33 PM,Kansas City,Search4 Leads - Search4 Leads,Massage Therapy,Certificate,1.4 Complete,5/20/2019 12:00:00 AM,6/11/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Male,8/14/1979 12:00:00 AM, N.A.,64012,Cash / Check / Money Order (Personal),15740.0,18.0,Day
59,8686,9/20/2018 1:31:00 PM,3/19/2021 1:41:15 PM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,9/4/2019 12:00:00 AM,9/4/2020 12:00:00 AM,7/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Male,4/13/1982 12:00:00 AM, N.A.,64110,Wellspring Loan Under 12 Months (School),16761.0,32.0,Day
60,8516,1/27/2019 11:34:00 PM,10/22/2020 5:57:37 PM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,5/20/2019 12:00:00 AM,10/22/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,9/12/1996 12:00:00 AM, N.A.,67846,Wellspring Loan Under 12 Months (School),15959.0,18.0,Day
61,8542,1/11/2019 12:25:00 AM,2/2/2022 2:53:42 PM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,3/26/2019 12:00:00 AM,2/28/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,11/26/1987 12:00:00 AM, N.A.,64015,Wellspring Loan Over 12 Months (School),15313.4,26.0,Day
62,8750,10/9/2018 7:28:00 PM,3/19/2021 1:44:14 PM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,10/22/2019 12:00:00 AM,10/1/2020 12:00:00 AM,9/15/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,7/10/1981 12:00:00 AM, N.A.,66109,Wellspring Loan Over 12 Months (School),16421.6,18.0,Day
63,8782,1/27/2019 11:17:00 AM,11/13/2020 1:11:07 PM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,9/3/2019 12:00:00 AM,9/21/2020 12:00:00 AM,8/1/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,2/3/1995 12:00:00 AM, N.A.,66102,Wellspring Loan Over 12 Months (School),16926.6,14.0,Day
64,8300,8/10/2018 6:45:00 AM,11/26/2019 4:33:04 PM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,2/4/2019 12:00:00 AM,1/9/2020 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,11/8/1976 12:00:00 AM, N.A.,66083, N.A.,16761.0,21.0,Day
65,8330,9/25/2018 9:13:00 AM,11/26/2019 4:33:04 PM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,3/26/2019 12:00:00 AM,2/28/2020 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,1/16/1991 12:00:00 AM, N.A.,64151, N.A.,15953.02,22.0,Day
66,8352,9/10/2018 11:53:00 AM,10/1/2020 3:52:31 PM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,3/26/2019 12:00:00 AM,2/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,12/4/2000 12:00:00 AM, N.A.,64055,Wellspring Loan Over 12 Months (School),15724.16,23.0,Day
67,8380,10/30/2018 6:36:00 PM,11/7/2022 8:23:31 AM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,1/8/2019 12:00:00 AM,1/21/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,4/11/1985 12:00:00 AM, N.A.,64056, N.A.,16826.0,18.0,Day
68,8388,11/1/2018 6:00:00 PM,6/28/2021 4:39:27 PM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,1/8/2019 12:00:00 AM,11/29/2019 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Male,8/9/1988 12:00:00 AM, N.A.,64128,Wellspring Loan Over 12 Months (School),15899.48,18.0,Day
69,8410,11/19/2018 4:42:00 PM,9/24/2020 3:22:00 PM,Kansas City,SEO - SEO,Massage Therapy,Certificate,1.4 Complete,2/4/2019 12:00:00 AM,6/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,8/13/1996 12:00:00 AM, N.A.,64117,Wellspring Loan Over 12 Months (School),16304.2,21.0,Day
