,GradeID,Created,Updated,ContactID,CourseID,CourseName,Score
59,675747,6/15/2020 12:56:20 PM,6/15/2020 12:56:20 PM,8204,1363,Integrative Massage,89.0
60,675748,6/15/2020 1:01:36 PM,6/15/2020 1:01:36 PM,8204,1454,Special Populations Massage,100.0
61,675749,6/15/2020 1:02:58 PM,6/15/2020 1:02:58 PM,8204,1313,Common Medical Conditions,100.0
62,675750,6/15/2020 1:06:29 PM,6/15/2020 1:06:29 PM,8204,1283,Assessment & Documentation Skills,100.0
63,675751,6/15/2020 1:08:37 PM,6/15/2020 1:08:37 PM,8204,1394,MBLEX Prep/CPR/First Aid,100.0
64,675752,6/15/2020 1:10:32 PM,6/15/2020 1:10:32 PM,8204,1319,Corrective Exercise Specialis,92.0
65,675753,6/15/2020 1:10:58 PM,6/15/2020 1:10:58 PM,8204,1448,Spa Treatments,93.0
66,675754,6/15/2020 1:11:11 PM,6/15/2020 1:11:11 PM,8204,1406,Movement Modalities,100.0
67,675755,6/15/2020 1:11:39 PM,6/15/2020 1:11:39 PM,8204,1307,Clinical Internship (7),100.0
68,675756,6/15/2020 1:12:02 PM,6/15/2020 1:12:02 PM,8204,1327,Craniosacral Therapy,95.0
69,675757,6/15/2020 1:12:17 PM,6/15/2020 1:12:17 PM,8204,1343,Energy Balancing,92.0
70,675758,6/15/2020 1:12:36 PM,6/15/2020 1:12:36 PM,8204,1336,Eastern Bodywork Techniques,73.0
71,675759,6/15/2020 1:12:57 PM,6/15/2020 1:12:57 PM,8204,1311,Clinical Internship (8),100.0
72,675760,6/15/2020 1:13:22 PM,6/15/2020 1:13:22 PM,8204,1395,Medical Massage,97.0
73,675761,6/15/2020 1:13:40 PM,6/15/2020 1:13:40 PM,8204,1393,Massage in a Healthcare Setting,92.0
74,675762,6/15/2020 1:13:54 PM,6/15/2020 1:13:54 PM,8204,1420,Oncology Massage,100.0
75,675763,6/15/2020 1:14:07 PM,6/15/2020 1:14:07 PM,8204,1312,Clinical Internship (9),100.0
76,675764,6/15/2020 1:44:19 PM,6/15/2020 1:44:19 PM,8326,1274,Anatomy & Physiology 1A_750v2,95.0
77,675765,6/15/2020 1:44:39 PM,6/15/2020 1:44:39 PM,8326,1289,Basic Swedish Massage A_750v2,92.0
78,675766,6/15/2020 1:45:02 PM,6/15/2020 1:45:02 PM,8326,1369,Interpersonal Communications_750v2,99.0
79,675767,6/15/2020 1:45:59 PM,6/15/2020 1:45:59 PM,8326,1277,Anatomy & Physiology 1B,85.0
80,675768,6/15/2020 1:46:57 PM,6/15/2020 1:46:57 PM,8326,1286,Basic Swedish B,91.0
81,675769,6/15/2020 1:47:25 PM,6/15/2020 1:47:25 PM,8326,1443,Self-Care,100.0
82,675770,6/15/2020 1:48:00 PM,6/15/2020 1:48:00 PM,8326,1385,Kinetic Anatomy_750v2,79.0
83,675771,6/15/2020 1:48:24 PM,6/15/2020 1:48:24 PM,8326,1280,Anatomy & Physiology 2_750v2,82.0
84,675772,6/15/2020 1:48:43 PM,6/15/2020 1:48:43 PM,8326,1357,Hydrotherapy_750v2,100.0
85,675773,6/15/2020 1:49:01 PM,6/15/2020 1:49:01 PM,8326,1435,Reflexology_750v2,97.0
86,675774,6/15/2020 1:49:32 PM,6/15/2020 1:49:32 PM,8326,1262,Advanced Massage Techniques_750v2,86.0
87,675775,6/15/2020 1:49:58 PM,6/15/2020 1:49:58 PM,8326,1421,Pathology_750v2,89.0
88,675776,6/15/2020 1:50:18 PM,6/15/2020 1:50:18 PM,8326,1337,Eastern Movement Therapies_750v2,98.0
89,675777,6/15/2020 1:51:01 PM,6/15/2020 1:51:01 PM,8326,1407,Neuromuscular Massage_800,98.0
90,675778,6/15/2020 1:51:16 PM,6/15/2020 1:51:16 PM,8326,1429,Professional Development,98.0
91,675779,6/15/2020 1:51:32 PM,6/15/2020 1:51:32 PM,8326,1458,Sports Massage_800,96.0
92,675780,6/15/2020 1:51:46 PM,6/15/2020 1:51:46 PM,8326,1344,Ethics & Professionalism_800,100.0
93,675781,6/15/2020 1:52:03 PM,6/15/2020 1:52:03 PM,8326,1465,Wellness & Nutrition_800,98.0
94,675782,6/15/2020 1:52:23 PM,6/15/2020 1:52:23 PM,8326,1382,Joint & Stretch_800,99.0
95,675783,6/15/2020 1:53:07 PM,6/15/2020 1:53:07 PM,8326,1295,Business Practices,96.0
96,675784,6/15/2020 1:53:47 PM,6/15/2020 1:53:47 PM,8326,1363,Integrative Massage,89.0
97,675785,6/15/2020 1:54:26 PM,6/15/2020 1:54:26 PM,8326,1454,Special Populations Massage,90.0
98,675786,6/15/2020 1:54:44 PM,6/15/2020 1:54:44 PM,8326,1313,Common Medical Conditions,100.0
99,675787,6/15/2020 1:55:03 PM,6/15/2020 1:55:03 PM,8326,1283,Assessment & Documentation Skills,100.0
100,675789,6/15/2020 1:55:39 PM,6/15/2020 1:55:39 PM,8326,1319,Corrective Exercise Specialis,97.0
101,675790,6/15/2020 1:55:55 PM,6/15/2020 1:55:55 PM,8326,1448,Spa Treatments,96.0
102,675791,6/15/2020 1:56:24 PM,6/15/2020 1:56:24 PM,8326,1406,Movement Modalities,100.0
103,675792,6/15/2020 1:56:43 PM,6/15/2020 1:56:43 PM,8326,1307,Clinical Internship (7),100.0
104,675793,6/15/2020 1:57:09 PM,6/15/2020 1:57:09 PM,8326,1327,Craniosacral Therapy,95.0
105,675794,6/15/2020 1:57:25 PM,6/15/2020 1:57:25 PM,8326,1343,Energy Balancing,92.0
106,675795,6/15/2020 1:57:44 PM,6/15/2020 1:57:44 PM,8326,1336,Eastern Bodywork Techniques,80.0
107,675796,6/15/2020 1:57:59 PM,6/15/2020 1:57:59 PM,8326,1311,Clinical Internship (8),100.0
108,675797,6/15/2020 1:58:22 PM,6/15/2020 1:58:22 PM,8326,1395,Medical Massage,90.0
109,675798,6/15/2020 1:58:39 PM,6/15/2020 1:58:39 PM,8326,1393,Massage in a Healthcare Setting,100.0
110,675799,6/15/2020 1:58:56 PM,6/15/2020 1:58:56 PM,8326,1420,Oncology Massage,93.0
111,675800,6/15/2020 1:59:09 PM,6/15/2020 1:59:09 PM,8326,1312,Clinical Internship (9),100.0
112,675801,6/15/2020 2:11:58 PM,6/15/2020 2:11:58 PM,8397,1274,Anatomy & Physiology 1A_750v2,94.0
113,675802,6/15/2020 2:12:14 PM,6/15/2020 2:12:14 PM,8397,1289,Basic Swedish Massage A_750v2,94.0
114,675803,6/15/2020 2:12:32 PM,6/15/2020 2:12:32 PM,8397,1369,Interpersonal Communications_750v2,99.0
115,675804,6/15/2020 2:12:59 PM,6/15/2020 2:12:59 PM,8397,1277,Anatomy & Physiology 1B,92.0
116,675805,6/15/2020 2:13:15 PM,6/15/2020 2:13:15 PM,8397,1286,Basic Swedish B,98.0
117,675806,6/15/2020 2:13:53 PM,6/15/2020 2:13:53 PM,8397,1443,Self-Care,88.0
118,675807,6/15/2020 2:15:17 PM,6/15/2020 2:15:17 PM,8397,1385,Kinetic Anatomy_750v2,94.0
119,675808,6/15/2020 2:15:39 PM,6/15/2020 2:15:39 PM,8397,1280,Anatomy & Physiology 2_750v2,89.0
120,675809,6/15/2020 2:15:54 PM,6/15/2020 2:15:54 PM,8397,1357,Hydrotherapy_750v2,100.0
121,675810,6/15/2020 2:16:08 PM,6/15/2020 2:16:08 PM,8397,1435,Reflexology_750v2,92.0
122,675811,6/15/2020 2:16:37 PM,6/15/2020 2:16:37 PM,8397,1262,Advanced Massage Techniques_750v2,89.0
123,675812,6/15/2020 2:17:00 PM,6/15/2020 2:17:00 PM,8397,1421,Pathology_750v2,82.0
124,675813,6/15/2020 2:17:20 PM,6/15/2020 2:17:20 PM,8397,1337,Eastern Movement Therapies_750v2,83.0
125,675814,6/15/2020 2:17:45 PM,6/15/2020 2:17:45 PM,8397,1407,Neuromuscular Massage_800,96.0
126,675815,6/15/2020 2:18:02 PM,6/15/2020 2:18:02 PM,8397,1429,Professional Development,99.0
127,675816,6/15/2020 2:18:33 PM,6/15/2020 2:18:33 PM,8397,1458,Sports Massage_800,93.0
128,675817,6/15/2020 2:18:49 PM,6/15/2020 2:18:49 PM,8397,1344,Ethics & Professionalism_800,100.0
129,675818,6/15/2020 2:19:04 PM,6/15/2020 2:19:04 PM,8397,1465,Wellness & Nutrition_800,91.0
130,675819,6/15/2020 2:19:22 PM,6/15/2020 2:19:22 PM,8397,1382,Joint & Stretch_800,98.0
131,675820,6/15/2020 2:19:46 PM,6/15/2020 2:20:22 PM,8397,1295,Business Practices,95.0
132,675821,6/15/2020 2:20:41 PM,6/15/2020 2:20:41 PM,8397,1363,Integrative Massage,91.0
133,675822,6/15/2020 2:21:04 PM,6/15/2020 2:21:04 PM,8397,1454,Special Populations Massage,94.0
134,675823,6/15/2020 2:21:23 PM,6/15/2020 2:21:23 PM,8397,1313,Common Medical Conditions,100.0
135,675824,6/15/2020 2:21:39 PM,6/15/2020 2:21:39 PM,8397,1283,Assessment & Documentation Skills,99.0
136,675826,6/15/2020 2:23:16 PM,6/15/2020 2:23:16 PM,8397,1319,Corrective Exercise Specialis,89.0
137,675827,6/15/2020 2:23:33 PM,6/15/2020 2:23:33 PM,8397,1448,Spa Treatments,99.0
138,675828,6/15/2020 2:23:49 PM,6/15/2020 2:23:49 PM,8397,1406,Movement Modalities,100.0
139,675829,6/15/2020 2:24:07 PM,6/15/2020 2:24:07 PM,8397,1307,Clinical Internship (7),100.0
140,675830,6/15/2020 2:24:31 PM,6/15/2020 2:24:31 PM,8397,1327,Craniosacral Therapy,100.0
141,675831,6/15/2020 2:24:48 PM,6/15/2020 2:24:48 PM,8397,1343,Energy Balancing,100.0
142,675832,6/15/2020 2:25:03 PM,6/15/2020 2:25:03 PM,8397,1336,Eastern Bodywork Techniques,95.0
143,675833,6/15/2020 2:25:18 PM,6/15/2020 2:25:18 PM,8397,1311,Clinical Internship (8),100.0
144,675834,6/15/2020 2:25:39 PM,6/15/2020 2:25:39 PM,8397,1395,Medical Massage,92.0
145,675835,6/15/2020 2:26:01 PM,6/15/2020 2:26:01 PM,8397,1393,Massage in a Healthcare Setting,98.0
146,675836,6/15/2020 2:26:14 PM,6/15/2020 2:26:14 PM,8397,1420,Oncology Massage,99.0
147,675837,6/15/2020 2:26:30 PM,6/15/2020 2:26:30 PM,8397,1312,Clinical Internship (9),100.0
148,675838,6/15/2020 2:35:45 PM,6/15/2020 2:35:45 PM,8470,1274,Anatomy & Physiology 1A_750v2,94.0
149,675839,6/15/2020 2:35:59 PM,6/15/2020 2:35:59 PM,8470,1289,Basic Swedish Massage A_750v2,99.0
150,675840,6/15/2020 2:36:13 PM,6/15/2020 2:36:13 PM,8470,1369,Interpersonal Communications_750v2,98.0
151,675841,6/15/2020 2:36:32 PM,6/15/2020 2:36:52 PM,8470,1277,Anatomy & Physiology 1B,85.0
152,675842,6/15/2020 2:37:20 PM,6/15/2020 2:37:20 PM,8470,1286,Basic Swedish B,94.0
153,675843,6/15/2020 2:37:36 PM,6/15/2020 2:37:36 PM,8470,1443,Self-Care,100.0
154,675844,6/15/2020 2:37:59 PM,6/15/2020 2:37:59 PM,8470,1385,Kinetic Anatomy_750v2,94.0
155,675845,6/15/2020 2:38:17 PM,6/15/2020 2:38:17 PM,8470,1280,Anatomy & Physiology 2_750v2,85.0
156,675846,6/15/2020 2:38:30 PM,6/15/2020 2:38:30 PM,8470,1357,Hydrotherapy_750v2,100.0
157,675847,6/15/2020 2:38:53 PM,6/15/2020 2:38:53 PM,8470,1435,Reflexology_750v2,83.0
158,675848,6/15/2020 2:39:09 PM,6/15/2020 2:39:09 PM,8470,1262,Advanced Massage Techniques_750v2,91.0
159,675849,6/15/2020 2:39:30 PM,6/15/2020 2:39:30 PM,8470,1421,Pathology_750v2,88.0
160,675850,6/15/2020 2:39:46 PM,6/15/2020 2:39:46 PM,8470,1337,Eastern Movement Therapies_750v2,83.0
161,675851,6/15/2020 2:39:59 PM,6/15/2020 2:39:59 PM,8470,1407,Neuromuscular Massage_800,96.0
162,675852,6/15/2020 2:40:14 PM,6/15/2020 2:40:14 PM,8470,1429,Professional Development,94.0
163,675853,6/15/2020 2:40:31 PM,6/15/2020 2:40:31 PM,8470,1458,Sports Massage_800,92.0
164,675854,6/15/2020 2:40:42 PM,6/15/2020 2:40:42 PM,8470,1344,Ethics & Professionalism_800,100.0
165,675855,6/15/2020 2:40:57 PM,6/15/2020 2:40:57 PM,8470,1465,Wellness & Nutrition_800,83.0
166,675856,6/15/2020 2:41:13 PM,6/15/2020 2:41:13 PM,8470,1382,Joint & Stretch_800,88.0
167,675857,6/15/2020 2:41:37 PM,6/15/2020 2:41:37 PM,8470,1295,Business Practices,96.0
168,675858,6/15/2020 2:41:55 PM,6/15/2020 2:41:55 PM,8470,1363,Integrative Massage,85.0
169,675859,6/15/2020 2:42:24 PM,6/15/2020 2:42:24 PM,8470,1454,Special Populations Massage,91.0
170,675860,6/15/2020 2:42:46 PM,6/15/2020 2:42:46 PM,8470,1313,Common Medical Conditions,100.0
171,675861,6/15/2020 2:43:04 PM,6/15/2020 2:43:04 PM,8470,1283,Assessment & Documentation Skills,100.0
172,675863,6/15/2020 2:43:38 PM,6/15/2020 2:43:38 PM,8470,1319,Corrective Exercise Specialis,82.0
173,675864,6/15/2020 2:43:57 PM,6/15/2020 2:43:57 PM,8470,1448,Spa Treatments,96.0
174,675865,6/15/2020 2:44:16 PM,6/15/2020 2:44:16 PM,8470,1406,Movement Modalities,100.0
175,675866,6/15/2020 2:44:30 PM,6/15/2020 2:44:30 PM,8470,1307,Clinical Internship (7),100.0
176,675867,6/15/2020 2:44:49 PM,6/15/2020 2:44:49 PM,8470,1327,Craniosacral Therapy,93.0
177,675868,6/15/2020 2:45:02 PM,6/15/2020 2:45:02 PM,8470,1343,Energy Balancing,100.0
178,675869,6/15/2020 2:45:18 PM,6/15/2020 2:45:18 PM,8470,1336,Eastern Bodywork Techniques,78.0
179,675870,6/15/2020 2:45:47 PM,6/15/2020 2:45:47 PM,8470,1311,Clinical Internship (8),100.0
180,675871,6/15/2020 2:46:05 PM,6/15/2020 2:46:05 PM,8470,1395,Medical Massage,92.0
181,675872,6/15/2020 2:46:18 PM,6/15/2020 2:46:18 PM,8470,1393,Massage in a Healthcare Setting,92.0
182,675873,6/15/2020 2:46:31 PM,6/15/2020 2:46:31 PM,8470,1420,Oncology Massage,91.0
183,675874,6/15/2020 2:46:43 PM,6/15/2020 2:46:43 PM,8470,1312,Clinical Internship (9),100.0
185,675876,6/15/2020 7:40:52 PM,6/15/2020 7:40:52 PM,9039,1720,Anatomy & Physiology 1B_750v2,100.0
186,675877,6/15/2020 7:41:29 PM,6/15/2020 7:41:29 PM,9054,1720,Anatomy & Physiology 1B_750v2,84.0
187,675878,6/15/2020 7:41:54 PM,6/15/2020 7:41:54 PM,9066,1720,Anatomy & Physiology 1B_750v2,75.0
188,675879,6/15/2020 7:42:15 PM,6/15/2020 7:42:15 PM,9040,1720,Anatomy & Physiology 1B_750v2,93.0
189,675880,6/15/2020 7:42:46 PM,6/15/2020 7:42:46 PM,8983,1720,Anatomy & Physiology 1B_750v2,67.0
190,675881,6/17/2020 12:20:38 PM,6/17/2020 1:27:05 PM,8605,1369,Interpersonal Communications_750v2,98.0
191,675883,6/17/2020 12:21:47 PM,6/17/2020 12:21:47 PM,8624,1369,Interpersonal Communications_750v2,100.0
192,675884,6/17/2020 12:22:05 PM,6/17/2020 12:22:05 PM,8627,1369,Interpersonal Communications_750v2,100.0
193,675885,6/17/2020 12:23:01 PM,6/17/2020 12:23:01 PM,8582,1274,Anatomy & Physiology 1A_750v2,100.0
194,675886,6/17/2020 12:23:10 PM,6/17/2020 2:02:02 PM,8624,1274,Anatomy & Physiology 1A_750v2,98.0
195,675887,6/17/2020 12:23:21 PM,6/17/2020 2:10:02 PM,8627,1274,Anatomy & Physiology 1A_750v2,79.0
196,675888,6/17/2020 12:24:09 PM,6/17/2020 1:26:31 PM,8605,1274,Anatomy & Physiology 1A_750v2,97.0
197,675889,6/17/2020 12:25:18 PM,6/17/2020 2:02:14 PM,8624,1289,Basic Swedish Massage A_750v2,98.0
198,675890,6/17/2020 12:25:38 PM,6/17/2020 2:10:14 PM,8627,1289,Basic Swedish Massage A_750v2,92.0
199,675891,6/17/2020 12:25:48 PM,6/17/2020 1:26:49 PM,8605,1289,Basic Swedish Massage A_750v2,98.0
200,675892,6/17/2020 12:28:42 PM,6/17/2020 12:28:42 PM,8582,1277,Anatomy & Physiology 1B,100.0
201,675893,6/17/2020 12:29:09 PM,6/17/2020 2:01:26 PM,8624,1277,Anatomy & Physiology 1B,95.0
202,675894,6/17/2020 12:29:25 PM,6/17/2020 2:09:25 PM,8627,1277,Anatomy & Physiology 1B,72.0
203,675895,6/17/2020 12:29:37 PM,6/17/2020 1:25:59 PM,8605,1277,Anatomy & Physiology 1B,93.0
204,675896,6/17/2020 12:30:23 PM,6/17/2020 12:30:23 PM,8582,1286,Basic Swedish B,100.0
205,675897,6/17/2020 12:30:36 PM,6/17/2020 2:01:42 PM,8624,1286,Basic Swedish B,97.0
206,675898,6/17/2020 12:30:51 PM,6/17/2020 2:09:44 PM,8627,1286,Basic Swedish B,88.0
207,675899,6/17/2020 12:31:01 PM,6/17/2020 1:26:15 PM,8605,1286,Basic Swedish B,95.0
208,675900,6/17/2020 12:31:51 PM,6/17/2020 12:31:51 PM,8582,1443,Self-Care,100.0
209,675901,6/17/2020 12:32:01 PM,6/17/2020 12:32:01 PM,8624,1443,Self-Care,100.0
210,675902,6/17/2020 12:32:12 PM,6/17/2020 2:09:06 PM,8627,1443,Self-Care,97.0
211,675903,6/17/2020 12:32:51 PM,6/17/2020 12:32:51 PM,8605,1443,Self-Care,100.0
212,675904,6/17/2020 12:33:35 PM,6/17/2020 12:33:35 PM,8582,1344,Ethics & Professionalism_800,100.0
213,675905,6/17/2020 12:33:50 PM,6/17/2020 12:33:50 PM,8624,1344,Ethics & Professionalism_800,100.0
214,675906,6/17/2020 12:34:13 PM,6/17/2020 12:34:13 PM,8627,1344,Ethics & Professionalism_800,100.0
215,675907,6/17/2020 12:34:24 PM,6/17/2020 12:34:24 PM,8605,1344,Ethics & Professionalism_800,100.0
216,675908,6/17/2020 12:34:53 PM,6/17/2020 12:34:53 PM,8582,1382,Joint & Stretch_800,100.0
217,675909,6/17/2020 12:36:44 PM,6/17/2020 12:36:44 PM,8624,1382,Joint & Stretch_800,100.0
218,675910,6/17/2020 12:36:59 PM,6/17/2020 12:36:59 PM,8627,1382,Joint & Stretch_800,100.0
219,675911,6/17/2020 12:37:08 PM,6/17/2020 12:37:08 PM,8605,1382,Joint & Stretch_800,100.0
220,675912,6/17/2020 12:37:53 PM,6/17/2020 12:37:53 PM,8582,1429,Professional Development,100.0
221,675913,6/17/2020 12:38:12 PM,6/17/2020 12:38:12 PM,8796,1274,Anatomy & Physiology 1A_750v2,100.0
222,675914,6/17/2020 12:38:22 PM,6/17/2020 2:00:28 PM,8624,1429,Professional Development,99.0
223,675915,6/17/2020 12:38:37 PM,6/17/2020 12:38:37 PM,8627,1429,Professional Development,100.0
224,675916,6/17/2020 12:38:51 PM,6/17/2020 12:38:51 PM,8699,1274,Anatomy & Physiology 1A_750v2,100.0
225,675917,6/17/2020 12:39:00 PM,6/17/2020 12:39:00 PM,8347,1289,Basic Swedish Massage A_750v2,100.0
226,675918,6/17/2020 12:39:13 PM,6/17/2020 1:24:46 PM,8605,1429,Professional Development,99.0
227,675919,6/17/2020 12:39:33 PM,6/17/2020 12:39:33 PM,8582,1458,Sports Massage_800,100.0
228,675920,6/17/2020 12:39:41 PM,6/17/2020 12:39:41 PM,8796,1289,Basic Swedish Massage A_750v2,100.0
229,675921,6/17/2020 12:39:48 PM,6/17/2020 2:00:42 PM,8624,1458,Sports Massage_800,96.0
230,675922,6/17/2020 12:40:02 PM,6/17/2020 2:08:12 PM,8627,1458,Sports Massage_800,99.0
231,675923,6/17/2020 12:40:11 PM,6/17/2020 12:40:11 PM,8699,1289,Basic Swedish Massage A_750v2,100.0
232,675924,6/17/2020 12:40:19 PM,6/17/2020 12:40:19 PM,8347,1274,Anatomy & Physiology 1A_750v2,100.0
233,675925,6/17/2020 12:40:28 PM,6/17/2020 1:25:24 PM,8605,1458,Sports Massage_800,96.0
234,675926,6/17/2020 12:40:55 PM,6/17/2020 12:40:55 PM,8582,1407,Neuromuscular Massage_800,100.0
235,675927,6/17/2020 12:41:12 PM,6/17/2020 1:59:28 PM,8624,1407,Neuromuscular Massage_800,95.0
236,675928,6/17/2020 12:41:25 PM,6/17/2020 2:08:32 PM,8627,1407,Neuromuscular Massage_800,86.0
237,675929,6/17/2020 12:41:37 PM,6/17/2020 1:24:15 PM,8605,1407,Neuromuscular Massage_800,99.0
238,675930,6/17/2020 12:42:08 PM,6/17/2020 12:42:08 PM,8582,1465,Wellness & Nutrition_800,100.0
239,675931,6/17/2020 12:42:18 PM,6/17/2020 12:42:18 PM,8624,1465,Wellness & Nutrition_800,100.0
